antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN '],0.02023041474654378,0.046129032258064515,0.011981566820276499,0.592255125284738,12.839097121557257,1.0,0.011048357365839156,2.3393818706073164,0.9411528150134048,0.22033898305084745,0.5725366548470368,0.42599769251249886
['HAND WARMER SCOTTY DOG DESIGN'],['HAND WARMER OWL DESIGN'],0.021889400921658985,0.02686635944700461,0.012949308755760369,0.5915789473684211,22.01931931028257,1.0,0.012361220242519485,2.3826725735189322,0.9759482581559213,0.36164736164736166,0.5803032228959956,0.5367843278866119
['ALARM CLOCK BAKELIKE RED '],['ALARM CLOCK BAKELIKE GREEN'],0.041797235023041474,0.03728110599078341,0.02470046082949309,0.5909592061742007,15.851439770061997,1.0,0.023142213680477395,2.3536011775373575,0.9777828682299079,0.45423728813559333,0.575119179262848,0.6267527798485343
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.02410138248847926,0.04382488479262673,0.01423963133640553,0.5908221797323135,13.481431440789908,1.0,0.013183391025504894,2.3368204918385804,0.948688607488157,0.26523605150214596,0.5720681141351971,0.4578716576895006
['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG SPACEBOY DESIGN '],0.027880184331797234,0.046129032258064515,0.01640552995391705,0.5884297520661157,12.756169450384327,1.0,0.015119444031514792,2.3176382951159478,0.9480380355321433,0.28480000000000005,0.5685262872522687,0.47203705385523564
['BATHROOM METAL SIGN'],['TOILET METAL SIGN'],0.017880184331797236,0.014147465437788019,0.010460829493087558,0.5850515463917526,41.353806373618994,1.0,0.010207870203232178,2.3758433752182504,0.9935838922623065,0.48504273504273504,0.5790968333894747,0.6622326135867558
"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],0.024423963133640553,0.04944700460829493,0.01423963133640553,0.5830188679245283,11.790782324289156,1.0,0.01303193951878358,2.279606731029881,0.938100108078691,0.23879443585780527,0.5613278437951357,0.43549825036487366
"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",['REGENCY CAKESTAND 3 TIER'],0.021705069124423965,0.08682027649769586,0.012626728110599079,0.5817409766454352,6.700519741616743,1.0,0.010742288007814989,2.1832875622821586,0.8696332966919992,0.13166746756367131,0.5419751308642483,0.363588110403397
['RED KITCHEN SCALES'],['IVORY KITCHEN SCALES'],0.02152073732718894,0.028986175115207374,0.012442396313364055,0.5781584582441113,19.94600722400193,1.0,0.011818592452589776,2.3018449554375535,0.9707560383819037,0.3268765133171912,0.5655658746095209,0.503705620219035
['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE GREEN'],0.022119815668202765,0.03728110599078341,0.01271889400921659,0.5750000000000001,15.423362175525343,1.0,0.011894242816793733,2.26522092708051,0.9563168462893907,0.2724580454096742,0.5585419558661625,0.4580809641532757
['WOODEN FRAME ANTIQUE WHITE '],['WOODEN PICTURE FRAME WHITE FINISH'],0.03806451612903226,0.04119815668202765,0.02184331797235023,0.5738498789346247,13.929018314184962,1.0,0.02027513007284079,2.24991568914956,0.9649373031437571,0.38041733547351525,0.5555389009363335,0.552025610608252
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG  BLACK SKULL.'],0.0176036866359447,0.04944700460829493,0.010092165898617512,0.5732984293193718,11.594199362749643,1.0,0.009221716324406975,2.2276763450284136,0.9301235776913287,0.1771844660194175,0.5511017557681857,0.3886995408479431
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE']",['LUNCH BAG PINK POLKADOT'],0.018202764976958524,0.04382488479262673,0.010368663594470046,0.569620253164557,12.997644052230164,1.0,0.009570929516447578,2.2217010029818383,0.9401767973089259,0.20071364852809992,0.5498944283421315,0.40310665655073274
['HOT WATER BOTTLE I AM SO POORLY'],['CHOCOLATE HOT WATER BOTTLE'],0.023502304147465437,0.03258064516129032,0.013364055299539171,0.5686274509803921,17.45292176276451,1.0,0.012598335067637878,2.2426539589442815,0.965391938292298,0.31283710895361383,0.5540997325906021,0.4894056632554012
"['ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER']",['REGENCY CAKESTAND 3 TIER'],0.025668202764976958,0.08682027649769586,0.014562211981566821,0.5673249551166967,6.534475332288916,1.0,0.0123336915203126,2.1105440082605122,0.8692783379243332,0.1487058823529412,0.5261885105991279,0.36752659645431435
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE']",['LUNCH BAG  BLACK SKULL.'],0.018202764976958524,0.04944700460829493,0.01032258064516129,0.5670886075949367,11.468613965340285,1.0,0.009422508441461912,2.1957218314603715,0.9297291464109699,0.18006430868167203,0.5445689040970634,0.38792454610874516
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG CARS BLUE']",['LUNCH BAG  BLACK SKULL.'],0.01815668202764977,0.04944700460829493,0.010276497695852534,0.565989847715736,11.446393005993915,1.0,0.00937870415595999,2.190163042013636,0.9295131079520746,0.17926045016077172,0.54341298761,0.3869091829445409
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.02142857142857143,0.04944700460829493,0.012119815668202765,0.5655913978494623,11.438334886610749,1.0,0.011060236998025016,2.1881541725601132,0.93255807499098,0.20627450980392154,0.5429938107011844,0.4053492869955606
['ROUND SNACK BOXES SET OF 4 FRUITS '],['ROUND SNACK BOXES SET OF4 WOODLAND '],0.021797235023041473,0.028202764976958526,0.012304147465437789,0.5644820295983087,20.015130788044605,1.0,0.011689405168935421,2.231359670708246,0.9712074350929996,0.3264058679706601,0.5518427561780775,0.5003782697011152
"['LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SUKI DESIGN '],0.01806451612903226,0.042211981566820274,0.010138248847926268,0.5612244897959183,13.295383655645665,1.0,0.009375709826074032,2.182865716429107,0.9417990682116832,0.2022058823529412,0.5418866160783019,0.40069958114250065
['JUMBO STORAGE BAG SUKI'],['JUMBO BAG RED RETROSPOT'],0.03645161290322581,0.07571428571428572,0.0204147465437788,0.5600505689001264,7.396894306228083,1.0,0.017654838709677417,2.100890804597701,0.8975243360808802,0.2225012556504269,0.5240114346678338,0.41483964841841375
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG CARS BLUE'],0.02152073732718894,0.04557603686635945,0.012027649769585253,0.5588865096359743,12.26272725894908,1.0,0.011046819851770051,2.1636698581718936,0.9386525673096512,0.21841004184100413,0.5378222808701001,0.41139472094538854
['HAND WARMER BIRD DESIGN'],['HAND WARMER OWL DESIGN'],0.022119815668202765,0.02686635944700461,0.012350230414746545,0.5583333333333333,20.781875357347054,1.0,0.011755951496103124,2.203321450308669,0.9734128602979447,0.3371069182389937,0.5461397610140329,0.5090122927387078
['JUMBO BAG SPACEBOY DESIGN'],['JUMBO BAG RED RETROSPOT'],0.022211981566820277,0.07571428571428572,0.012396313364055299,0.5580912863070538,7.371016988961088,1.0,0.010714549045424621,2.091576123407109,0.8839681956226406,0.1449353448275862,0.5218916544280335,0.36090808989728834
['JUMBO  BAG BAROQUE BLACK WHITE'],['JUMBO BAG RED RETROSPOT'],0.03055299539170507,0.07571428571428572,0.017050691244239632,0.5580693815987934,7.370727681493497,1.0,0.01473739302172482,2.0914724524622135,0.8915682664648773,0.19111570247933884,0.5218679553619093,0.3916335952424886
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.02105990783410138,0.04382488479262673,0.011751152073732719,0.5579868708971554,12.732192532563902,1.0,0.010828204039159888,2.163227859652325,0.9412822493776496,0.22116218560277534,0.5377278470513409,0.4130628360794925
"['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']","['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",0.01990783410138249,0.021705069124423965,0.011105990783410138,0.5578703703703703,25.702307934261224,1.0,0.010673889868122066,2.21268801119502,0.9806149070116442,0.3640483383685801,0.5480610032049101,0.5347738263741448
['LUNCH BAG PINK POLKADOT'],['LUNCH BAG RED RETROSPOT'],0.04382488479262673,0.061244239631336406,0.024423963133640553,0.5573080967402734,9.099763505841935,1.0,0.021739941387585213,2.1205622995501163,0.9309037853154095,0.3028571428571429,0.528426964766773,0.47805209201197263
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.02105990783410138,0.04944700460829493,0.011705069124423963,0.5557986870897156,11.240290316725842,1.0,0.010663719764700885,2.1399148713990606,0.9306333795551364,0.19905956112852663,0.5326916909801148,0.396259082594252
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG WOODLAND'],0.02165898617511521,0.03866359447004608,0.011981566820276499,0.5531914893617021,14.307813252859281,1.0,0.01114415256216951,2.151562431424183,0.9506993006993008,0.24785510009532893,0.5352214811921259,0.43154210940075577
"['JUMBO BAG STRAWBERRY', 'JUMBO BAG RED RETROSPOT']",['JUMBO BAG PINK POLKADOT'],0.019447004608294932,0.04073732718894009,0.010737327188940092,0.5521327014218009,13.553483733996698,1.0,0.009945108199367156,2.141845756223636,0.9445876314652504,0.21714818266542404,0.53311297179348,0.4078536810276425
['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE GREEN'],0.028986175115207374,0.03728110599078341,0.015852534562211983,0.5468998410174881,14.669624907391215,1.0,0.014771897895474529,2.1247374888834996,0.9596484697915023,0.3144424131627057,0.5293536235737635,0.4860580787287688
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.02165898617511521,0.04944700460829493,0.01184331797235023,0.5468085106382978,11.058475937419443,1.0,0.010772345983138313,2.097464356028645,0.9297081620421875,0.19984447900466565,0.5232338527585719,0.3931619440423549
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.02023041474654378,0.04382488479262673,0.011059907834101382,0.5466970387243736,12.474580168579292,1.0,0.010173312238527044,2.109351133547924,0.9388298998165655,0.208695652173913,0.5259205619701628,0.39953148466187133
['JUMBO BAG PINK VINTAGE PAISLEY'],['JUMBO BAG RED RETROSPOT'],0.028294930875576038,0.07571428571428572,0.01543778801843318,0.5456026058631922,7.206072152910085,1.0,0.01329545753785385,2.0340911418330774,0.8863061152550819,0.17429760665972943,0.5083799445196824,0.3747489596570982
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],0.018940092165898616,0.04382488479262673,0.010276497695852534,0.5425790754257908,12.380616126960735,1.0,0.009446450338720295,2.0903615550544172,0.9369749678090139,0.19578577699736613,0.5216138578601214,0.3885345429705189
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG CARS BLUE'],0.018940092165898616,0.04557603686635945,0.010276497695852534,0.5425790754257908,11.904920057370736,1.0,0.009413283357047292,2.086533238552799,0.9336851996451987,0.18946474086661003,0.5207361275042084,0.3840296792700238
['GREEN REGENCY TEACUP AND SAUCER'],"['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER']",0.033778801843317975,0.02078341013824885,0.018294930875576036,0.5416098226466575,26.059718739318107,1.0,0.01759289218288772,2.1362076201448317,0.9952447765163897,0.5044472681067343,0.5318807073948171,0.710937949017342
['LARGE WHITE HEART OF WICKER'],['SMALL WHITE HEART OF WICKER'],0.02400921658986175,0.027004608294930874,0.012995391705069125,0.5412667946257198,20.04349734364867,1.0,0.012347032215591752,2.12104853170854,0.9734810241243249,0.3418181818181818,0.5285350688348072,0.5112477317838497
['PINK REGENCY TEACUP AND SAUCER'],['REGENCY CAKESTAND 3 TIER'],0.027235023041474654,0.08682027649769586,0.014700460829493087,0.5397631133671743,6.2170167516282815,1.0,0.01233590859861114,1.9841515315803742,0.8626453141931912,0.14795918367346936,0.49600623536877686,0.35454185392350224
['ROSES REGENCY TEACUP AND SAUCER '],['PINK REGENCY TEACUP AND SAUCER'],0.038525345622119817,0.027235023041474654,0.02078341013824885,0.5394736842105263,19.808086205361118,1.0,0.01973417146254964,2.112289664252798,0.9875617237767469,0.4620901639344262,0.5265800818308978,0.6512935256924036
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],0.019308755760368664,0.04382488479262673,0.010414746543778802,0.5393794749403341,12.30760736719795,1.0,0.009568542547091679,2.0758413122895822,0.9368386275014524,0.19755244755244758,0.5182676083765603,0.38851202979403665
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.02165898617511521,0.04382488479262673,0.011658986175115207,0.5382978723404255,12.282927265812022,1.0,0.010709783601265687,2.0709783601265688,0.9389222872398852,0.21660958904109587,0.5171364321069561,0.4021668120902968
['WOODLAND CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],0.024838709677419354,0.0347926267281106,0.013364055299539171,0.5380333951762524,15.464006192483016,1.0,0.012499851345324811,2.0893444746728855,0.959157949969772,0.28884462151394424,0.5213809823501875,0.4610696777205765
['SWEETHEART CERAMIC TRINKET BOX'],['STRAWBERRY CERAMIC TRINKET BOX'],0.018801843317972352,0.02576036866359447,0.010092165898617512,0.5367647058823529,20.83684099757971,1.0,0.009607823483191405,2.10312047399605,0.9702505796762049,0.29278074866310166,0.5245160644078832,0.4642678627801747
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.02023041474654378,0.04557603686635945,0.010829493087557604,0.5353075170842825,11.745372215094974,1.0,0.009907470959247383,2.0538829402728833,0.9337502389251321,0.1969823973176865,0.5131173347848452,0.3864606341740927
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG CARS BLUE'],0.019308755760368664,0.04557603686635945,0.01032258064516129,0.5346062052505967,11.729984483253737,1.0,0.009442564080783198,2.050787900271771,0.932758807319742,0.1891891891891892,0.5123825336264761,0.38054880535532865
"['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER']","['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",0.02078341013824885,0.017649769585253456,0.011105990783410138,0.5343680709534367,30.276206631043284,1.0,0.010739168383274225,2.10971406627167,0.9874942613848169,0.4064080944350759,0.5260021175441937,0.5818054453983894
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG SPACEBOY DESIGN '],0.018940092165898616,0.046129032258064515,0.010092165898617512,0.5328467153284672,11.55122250012761,1.0,0.00921847777612606,2.0418800403225807,0.931063505045052,0.18357082984073766,0.5102552646324816,0.375813967054843
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.024423963133640553,0.04557603686635945,0.012995391705069125,0.5320754716981132,11.674456760211381,1.0,0.011882244260867718,2.0396963728259254,0.9372338750473204,0.22797089733225542,0.5097309514677735,0.40860598660739833
['WOODEN PICTURE FRAME WHITE FINISH'],['WOODEN FRAME ANTIQUE WHITE '],0.04119815668202765,0.03806451612903226,0.02184331797235023,0.5302013422818792,13.929018314184964,1.0,0.02027513007284079,2.047548387096774,0.9680909961464378,0.38041733547351525,0.5116110533446766,0.552025610608252
['JUMBO BAG SCANDINAVIAN BLUE PAISLEY'],['JUMBO BAG PINK VINTAGE PAISLEY'],0.021152073732718893,0.028294930875576038,0.01119815668202765,0.5294117647058824,18.710480935045027,1.0,0.010599660217885281,2.064873271889401,0.9670082492454319,0.29277108433734944,0.5157087780573674,0.462588618509293
['JUMBO BAG WOODLAND ANIMALS'],['JUMBO BAG RED RETROSPOT'],0.023087557603686637,0.07571428571428572,0.012211981566820277,0.5289421157684631,6.986027944111775,1.0,0.010463923633969717,1.962148910411622,0.877107410726921,0.1410324640766365,0.4903546847572243,0.3451162191745541
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.02023041474654378,0.04944700460829493,0.010691244239631336,0.5284738041002277,10.687680847134148,1.0,0.009690910828431269,2.0159070771833743,0.9251505103240676,0.18125000000000002,0.5039453894882892,0.37234501015822197
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE']",['LUNCH BAG SPACEBOY DESIGN '],0.019585253456221197,0.046129032258064515,0.01032258064516129,0.5270588235294118,11.425750719868368,1.0,0.009419131856696893,2.0168913497030974,0.9307065217391304,0.18635607321131448,0.5041874714038473,0.3754175236528178
['SET OF 12 FAIRY CAKE BAKING CASES'],['SET OF 12 MINI LOAF BAKING CASES'],0.02165898617511521,0.016774193548387096,0.011382488479262673,0.525531914893617,31.329787234042552,1.0,0.011019176453099449,2.072269636915955,0.9895133500260306,0.42078364565587734,0.5174373150164739,0.6020516717325228
['JUMBO STORAGE BAG SKULLS'],['JUMBO BAG RED RETROSPOT'],0.02184331797235023,0.07571428571428572,0.011474654377880185,0.5253164556962026,6.938141867685694,1.0,0.009820803159973667,1.9471619047619049,0.8749816944211407,0.13329764453961457,0.48643202316436135,0.33843424732466854
['SET OF TEA COFFEE SUGAR TINS PANTRY'],['SET OF 3 CAKE TINS PANTRY DESIGN '],0.019308755760368664,0.056129032258064517,0.010138248847926268,0.5250596658711217,9.35451128850849,1.0,0.009054467072989446,1.9873464094666884,0.9106838793460662,0.15525758645024704,0.4968164607657134,0.35284181979927187
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE']",['LUNCH BAG SUKI DESIGN '],0.019585253456221197,0.042211981566820274,0.010276497695852534,0.5247058823529412,12.430259440020553,1.0,0.009449765337977022,2.0151480585846606,0.937920568257866,0.19946332737030412,0.5037585472988272,0.38407783200616497
['BLUE HARMONICA IN BOX '],['RED  HARMONICA IN BOX '],0.02391705069124424,0.026221198156682026,0.012534562211981567,0.5240847784200385,19.987064484560346,1.0,0.011907428486483043,2.046118211160656,0.9732447851431778,0.33333333333333337,0.5112696839579214,0.5010582064332179
['LUNCH BAG WOODLAND'],['LUNCH BAG RED RETROSPOT'],0.03866359447004608,0.061244239631336406,0.02023041474654378,0.5232419547079857,8.543529283042355,1.0,0.017862492301811465,1.969040207373272,0.9184634513793928,0.25390399074609604,0.4921383543843351,0.4267827531252495
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.02105990783410138,0.04557603686635945,0.011013824884792627,0.5229759299781181,11.47480048586973,1.0,0.010053997748943489,2.000787849321439,0.9324906831233799,0.19801159900579948,0.5001968847725925,0.3823170853126182
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG SUKI DESIGN '],0.019308755760368664,0.042211981566820274,0.010092165898617512,0.522673031026253,12.382101280862107,1.0,0.009277105056382596,2.0065658986175112,0.9373370762480476,0.196236559139785,0.5016361034098196,0.3808780002292837
['GREEN REGENCY TEACUP AND SAUCER'],['REGENCY CAKESTAND 3 TIER'],0.033778801843317975,0.08682027649769586,0.017649769585253456,0.5225102319236016,6.018297257294137,1.0,0.014717084669455711,1.9124592495062538,0.8629908418812056,0.17144136078782451,0.47711304162001184,0.36290055120596215
"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG SPACEBOY DESIGN '],0.01990783410138249,0.046129032258064515,0.010368663594470046,0.5208333333333334,11.290792540792541,1.0,0.009450334473019177,1.9906872370266482,0.9299454579650179,0.18625827814569537,0.4976609175966633,0.3728042790542791
['WOODEN STAR CHRISTMAS SCANDINAVIAN'],['WOODEN TREE CHRISTMAS SCANDINAVIAN'],0.020092165898617512,0.012764976958525345,0.010460829493087558,0.5206422018348624,40.78677176829067,1.0,0.010204353458344837,2.0594950719908276,0.9954836699449422,0.4670781893004116,0.5144440918553198,0.6700683933362038
['ROSES REGENCY TEACUP AND SAUCER '],['REGENCY CAKESTAND 3 TIER'],0.038525345622119817,0.08682027649769586,0.01990783410138249,0.5167464114832536,5.951909304239173,1.0,0.01656305294230075,1.8896491308116987,0.8653235770279483,0.1888111888111888,0.47080122775467315,0.3730228872702892
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SUKI DESIGN '],0.02142857142857143,0.042211981566820274,0.011013824884792627,0.5139784946236559,12.17612809315866,1.0,0.010109282422646478,1.9706700379266748,0.9379714748190453,0.20928196147110334,0.49255837823967147,0.3874477625956707
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SUKI DESIGN '],0.02023041474654378,0.042211981566820274,0.010368663594470046,0.5125284738041002,12.141777163263072,1.0,0.00951469770009981,1.964808131271803,0.9365872829228268,0.19911504424778761,0.49104445157568194,0.37908083078851296
['VINTAGE HEADS AND TAILS CARD GAME '],['VINTAGE SNAP CARDS'],0.022488479262672813,0.03341013824884793,0.01152073732718894,0.5122950819672131,15.333521763708308,1.0,0.010769394126016692,1.9819153467838746,0.9562888930793889,0.25960539979231567,0.4954375818206686,0.4285613340870548
['PINK BLUE FELT CRAFT TRINKET BOX'],['PINK CREAM FELT CRAFT TRINKET BOX '],0.021244239631336405,0.024746543778801842,0.01087557603686636,0.5119305856832972,20.686952903775698,1.0,0.010349854530782137,1.9981859703020994,0.972316477283156,0.30971128608923887,0.49954608086412833,0.4757045852066393
"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']","['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']",0.021705069124423965,0.01990783410138249,0.011105990783410138,0.5116772823779193,25.702307934261224,1.0,0.010673889868122066,2.007058304948908,0.9824164040851501,0.3640483383685801,0.5017583706789943,0.5347738263741448
['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG RED RETROSPOT'],0.027880184331797234,0.061244239631336406,0.01423963133640553,0.5107438016528926,8.339458612391098,1.0,0.012532130646223109,1.9187406588616267,0.9053288751533171,0.19015384615384615,0.47882482430257567,0.37162472249687517
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN '],0.02142857142857143,0.046129032258064515,0.010921658986175115,0.5096774193548387,11.048951048951048,1.0,0.009933179723502304,1.9453947368421052,0.9294095906865011,0.19283970707892598,0.4859655055799797,0.3732203280590377
['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG APPLE DESIGN'],0.02769585253456221,0.04046082949308756,0.014101382488479263,0.5091514143094842,12.583810581453083,1.0,0.012980785321412645,1.9548577677106926,0.9467539737192885,0.26086956521739135,0.48845383202938275,0.42883538824813616
['HAND WARMER SCOTTY DOG DESIGN'],['HAND WARMER BIRD DESIGN'],0.021889400921658985,0.022119815668202765,0.011105990783410138,0.5073684210526316,22.937280701754386,1.0,0.010621801269935654,1.985013194690614,0.9778064503516464,0.3375350140056023,0.49622501116126794,0.5047258771929825
['JUMBO BAG PEARS'],['JUMBO BAG VINTAGE LEAF'],0.02193548387096774,0.035852534562211984,0.011105990783410138,0.5063025210084033,14.121805534553152,1.0,0.010319548089787424,1.95291146190803,0.950026823153308,0.23790720631786771,0.4879440161496201,0.4080355792702685
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN '],0.02105990783410138,0.046129032258064515,0.01064516129032258,0.5054704595185996,10.957751220333279,1.0,0.009673688122491452,1.9288452754781618,0.9282901034066123,0.18826405867970664,0.48155509790587037,0.36811984514391516
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG WOODLAND'],0.02142857142857143,0.03866359447004608,0.010829493087557604,0.5053763440860215,13.071116408422727,1.0,0.010000987491770903,1.9435714285714285,0.9437179686286692,0.21983161833489243,0.4854832782065417,0.39273584784753995
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.02165898617511521,0.04557603686635945,0.010921658986175115,0.5042553191489361,11.06404491964804,1.0,0.009934528233770095,1.9252328870077724,0.9297546859690232,0.19394435351882156,0.4805823198074411,0.3719456575522233
['CHARLOTTE BAG SUKI DESIGN'],['RED RETROSPOT CHARLOTTE BAG'],0.02751152073732719,0.0347926267281106,0.013870967741935483,0.5041876046901173,14.49121989639145,1.0,0.012913769670198983,1.9467189251463446,0.9573303098251055,0.2863939105613701,0.48631515978875833,0.4514315506894295
['HOT WATER BOTTLE TEA AND SYMPATHY'],['CHOCOLATE HOT WATER BOTTLE'],0.023870967741935485,0.03258064516129032,0.012027649769585253,0.5038610038610039,15.465040712565466,1.0,0.011249918239928646,1.9498958202585666,0.9582114648778278,0.27074688796680496,0.48715208801904364,0.4365132459191865
['PACK OF 60 DINOSAUR CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.024516129032258065,0.04797235023041475,0.012350230414746545,0.5037593984962406,10.50103645280348,1.0,0.011174134086517021,1.9184799608993157,0.9275102661296691,0.20536398467432954,0.47875400297054177,0.3806020815728081
"['JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG PINK POLKADOT'],0.0204147465437788,0.04073732718894009,0.010276497695852534,0.5033860045146727,12.356873640235746,1.0,0.009444855486419334,1.9316062002513619,0.9382270488159955,0.20199275362318844,0.482296132684877,0.3778242239767934
['60 TEATIME FAIRY CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.030599078341013827,0.04797235023041475,0.015391705069124424,0.503012048192771,10.485457680867562,1.0,0.01392379536622141,1.9155950286272863,0.9331844013057741,0.2436177972283005,0.47796899393887077,0.41192869460551135
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.02410138248847926,0.04557603686635945,0.012119815668202765,0.502868068833652,11.033606768139785,1.0,0.011021370171377604,1.9198605104572846,0.9318261023195586,0.21056845476381106,0.47912882495728104,0.38439662289003124
['HAND WARMER BIRD DESIGN'],['HAND WARMER SCOTTY DOG DESIGN'],0.022119815668202765,0.021889400921658985,0.011105990783410138,0.5020833333333333,22.937280701754386,1.0,0.010621801269935654,1.964406224090392,0.9780368477244906,0.3375350140056023,0.4909403219473891,0.5047258771929825
['PLASTERS IN TIN SPACEBOY'],['PLASTERS IN TIN WOODLAND ANIMALS'],0.02705069124423963,0.02728110599078341,0.013548387096774193,0.5008517887563885,18.358925364887888,1.0,0.012810414321816135,1.9487576477249495,0.9718189554038829,0.33220338983050846,0.4868525590303974,0.49873670518900504
['PACK OF 60 PINK PAISLEY CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.03110599078341014,0.04797235023041475,0.015576036866359447,0.5007407407407407,10.438111502472692,1.0,0.014083809382233643,1.906880307401988,0.9332261537054366,0.24528301886792453,0.4755832360750314,0.41271427046643183
